,temp,hum
2010-01-01,4.8,33.0
2010-01-02,6.3,35.0
2010-01-03,5.7,41.0
2010-01-04,6.5,41.0
2010-01-05,7.3,49.0
2010-01-06,6.5,30.0
2010-01-07,7.3,35.0
2010-01-08,7.6,39.0
2010-01-09,7.2,34.0
2010-01-10,7.0,36.0
2010-01-11,5.3,49.0
2010-01-12,3.9,68.0
2010-01-13,5.3,44.0
2010-01-14,3.8,31.0
2010-01-15,4.6,37.0
2010-01-16,3.8,31.0
2010-01-17,4.9,29.0
2010-01-18,5.3,43.0
2010-01-19,8.4,51.0
2010-01-20,11.6,47.0
2010-01-21,13.0,51.0
2010-01-22,7.0,27.0
2010-01-23,6.3,37.0
2010-01-24,7.0,42.0
2010-01-25,8.2,42.0
2010-01-26,6.7,30.0
2010-01-27,7.2,41.0
2010-01-28,12.2,54.0
2010-01-29,8.9,55.0
2010-01-30,8.9,43.0
2010-01-31,9.2,53.0
2010-02-01,5.9,69.0
2010-02-02,4.2,64.0
2010-02-03,3.7,55.0
2010-02-04,2.9,53.0
2010-02-05,4.9,41.0
2010-02-06,3.2,37.0
2010-02-07,4.9,34.0
2010-02-08,6.3,42.0
2010-02-09,11.8,54.0
2010-02-10,8.5,71.0
2010-02-11,4.5,76.0
2010-02-12,3.5,66.0
2010-02-13,2.2,71.0
2010-02-14,4.6,57.0
2010-02-15,5.3,70.0
2010-02-16,3.9,65.0
2010-02-17,3.1,59.0
2010-02-18,3.5,67.0
2010-02-19,5.7,60.0
2010-02-20,7.0,43.0
2010-02-21,6.1,42.0
2010-02-22,6.5,58.0
2010-02-23,9.7,58.0
2010-02-24,12.0,62.0
2010-02-25,13.9,67.0
2010-02-26,16.9,72.0
2010-02-27,10.9,80.0
2010-02-28,6.4,76.0
2010-03-01,9.0,75.0
2010-03-02,5.3,72.0
2010-03-03,8.4,63.0
2010-03-04,7.6,61.0
2010-03-05,12.5,73.0
2010-03-06,11.4,80.0
2010-03-07,6.2,78.0
2010-03-08,5.5,60.0
2010-03-09,3.5,72.0
2010-03-10,5.3,77.0
2010-03-11,8.6,41.0
2010-03-12,10.3,51.0
2010-03-13,16.1,51.0
2010-03-14,10.7,47.0
2010-03-15,13.7,64.0
2010-03-16,15.5,69.0
2010-03-17,9.8,38.0
2010-03-18,9.6,59.0
2010-03-19,8.7,63.0
2010-03-20,15.2,61.0
2010-03-21,15.3,44.0
2010-03-22,9.8,38.0
2010-03-23,10.9,67.0
2010-03-24,6.9,78.0
2010-03-25,5.3,83.0
2010-03-26,7.9,60.0
2010-03-27,8.1,50.0
2010-03-28,5.5,59.0
2010-03-29,4.4,61.0
2010-03-30,5.9,36.0
2010-03-31,9.1,50.0
2010-04-01,14.7,56.0
2010-04-02,15.2,71.0
2010-04-03,11.1,40.0
2010-04-04,8.8,55.0
2010-04-05,9.4,83.0
2010-04-06,14.8,72.0
2010-04-07,11.6,71.0
2010-04-08,8.9,43.0
2010-04-09,11.1,51.0
2010-04-10,15.6,62.0
2010-04-11,17.2,62.0
2010-04-12,8.6,72.0
2010-04-13,15.1,73.0
2010-04-14,13.9,36.0
2010-04-15,6.9,70.0
2010-04-16,5.2,68.0
2010-04-17,6.3,73.0
2010-04-18,12.0,55.0
2010-04-19,15.2,55.0
2010-04-20,15.6,71.0
2010-04-21,18.8,62.0
2010-04-22,9.1,70.0
2010-04-23,8.2,82.0
2010-04-24,11.2,54.0
2010-04-25,12.7,44.0
2010-04-26,14.4,42.0
2010-04-27,12.7,65.0
2010-04-28,14.1,86.0
2010-04-29,18.2,56.0
2010-04-30,15.2,48.0
2010-05-01,16.4,45.0
2010-05-02,17.9,41.0
2010-05-03,19.0,51.0
2010-05-04,20.6,61.0
2010-05-05,21.9,64.0
2010-05-06,22.4,59.0
2010-05-07,20.4,77.0
2010-05-08,19.7,53.0
2010-05-09,20.7,44.0
2010-05-10,19.1,55.0
2010-05-11,17.1,77.0
2010-05-12,16.4,58.0
2010-05-13,16.5,33.0
2010-05-14,15.4,44.0
2010-05-15,15.1,49.0
2010-05-16,17.3,61.0
2010-05-17,20.7,61.0
2010-05-18,21.6,54.0
2010-05-19,20.3,70.0
2010-05-20,20.2,87.0
2010-05-21,24.3,55.0
2010-05-22,23.4,48.0
2010-05-23,18.3,75.0
2010-05-24,18.1,87.0
2010-05-25,23.5,60.0
2010-05-26,17.6,74.0
2010-05-27,17.6,71.0
2010-05-28,18.5,51.0
2010-05-29,15.6,67.0
2010-05-30,14.5,65.0
2010-05-31,17.4,55.0
2010-06-01,17.6,54.0
2010-06-02,19.1,53.0
2010-06-03,20.9,56.0
2010-06-04,22.1,58.0
2010-06-05,20.2,66.0
2010-06-06,21.4,55.0
2010-06-07,23.1,59.0
2010-06-08,21.4,61.0
2010-06-09,20.0,67.0
2010-06-10,22.6,60.0
2010-06-11,22.6,63.0
2010-06-12,24.5,65.0
2010-06-13,23.2,65.0
2010-06-14,18.6,83.0
2010-06-15,23.1,76.0
2010-06-16,25.8,75.0
2010-06-17,26.7,60.0
2010-06-18,24.4,76.0
2010-06-19,25.2,75.0
2010-06-20,26.2,70.0
2010-06-21,25.9,71.0
2010-06-22,26.1,72.0
2010-06-23,24.2,81.0
2010-06-24,25.1,60.0
2010-06-25,26.2,59.0
2010-06-26,26.2,72.0
2010-06-27,26.6,78.0
2010-06-28,28.0,76.0
2010-06-29,26.4,80.0
2010-06-30,25.6,74.0
2010-07-01,27.0,73.0
2010-07-02,26.6,71.0
2010-07-03,26.2,74.0
2010-07-04,27.2,78.0
2010-07-05,26.8,77.0
2010-07-06,27.1,76.0
2010-07-07,25.4,79.0
2010-07-08,26.4,75.0
2010-07-09,25.5,78.0
2010-07-10,27.3,64.0
2010-07-11,26.3,74.0
2010-07-12,27.4,75.0
2010-07-13,23.8,79.0
2010-07-14,26.1,75.0
2010-07-15,28.4,68.0
2010-07-16,28.5,70.0
2010-07-17,28.3,69.0
2010-07-18,28.3,68.0
2010-07-19,29.8,61.0
2010-07-20,30.8,62.0
2010-07-21,31.5,61.0
2010-07-22,31.4,60.0
2010-07-23,30.8,65.0
2010-07-24,30.8,63.0
2010-07-25,29.5,64.0
2010-07-26,28.6,71.0
2010-07-27,29.8,64.0
2010-07-28,30.0,59.0
2010-07-29,26.3,76.0
2010-07-30,26.8,82.0
2010-07-31,29.2,74.0
2010-08-01,29.8,71.0
2010-08-02,29.4,73.0
2010-08-03,29.5,69.0
2010-08-04,29.8,68.0
2010-08-05,30.0,68.0
2010-08-06,29.6,65.0
2010-08-07,29.2,63.0
2010-08-08,29.2,64.0
2010-08-09,26.3,77.0
2010-08-10,27.7,76.0
2010-08-11,28.9,72.0
2010-08-12,28.7,73.0
2010-08-13,28.3,70.0
2010-08-14,29.4,70.0
2010-08-15,31.4,65.0
2010-08-16,32.2,64.0
2010-08-17,32.3,60.0
2010-08-18,30.4,67.0
2010-08-19,28.7,71.0
2010-08-20,27.8,66.0
2010-08-21,28.6,66.0
2010-08-22,29.9,67.0
2010-08-23,30.3,68.0
2010-08-24,29.7,71.0
2010-08-25,30.1,65.0
2010-08-26,29.9,64.0
2010-08-27,30.0,66.0
2010-08-28,30.1,62.0
2010-08-29,30.2,62.0
2010-08-30,30.5,64.0
2010-08-31,30.8,63.0
2010-09-01,30.4,64.0
2010-09-02,30.1,61.0
2010-09-03,30.5,62.0
2010-09-04,31.2,51.0
2010-09-05,30.1,66.0
2010-09-06,29.8,67.0
2010-09-07,31.0,57.0
2010-09-08,25.8,79.0
2010-09-09,24.6,65.0
2010-09-10,26.0,62.0
2010-09-11,28.4,67.0
2010-09-12,28.1,71.0
2010-09-13,28.7,70.0
2010-09-14,25.8,69.0
2010-09-15,23.0,67.0
2010-09-16,20.6,86.0
2010-09-17,24.5,67.0
2010-09-18,25.9,59.0
2010-09-19,26.0,68.0
2010-09-20,25.9,73.0
2010-09-21,27.8,68.0
2010-09-22,28.1,68.0
2010-09-23,19.8,83.0
2010-09-24,18.3,65.0
2010-09-25,17.8,59.0
2010-09-26,19.3,56.0
2010-09-27,16.3,87.0
2010-09-28,18.9,85.0
2010-09-29,22.4,53.0
2010-09-30,19.2,79.0
2010-10-01,20.9,72.0
2010-10-02,21.2,64.0
2010-10-03,20.9,64.0
2010-10-04,20.4,80.0
2010-10-05,22.6,70.0
2010-10-06,22.0,64.0
2010-10-07,21.1,66.0
2010-10-08,20.9,65.0
2010-10-09,17.5,82.0
2010-10-10,19.8,85.0
2010-10-11,23.4,59.0
2010-10-12,22.5,76.0
2010-10-13,23.0,75.0
2010-10-14,21.4,69.0
2010-10-15,21.3,70.0
2010-10-16,21.4,62.0
2010-10-17,20.9,59.0
2010-10-18,19.4,54.0
2010-10-19,18.6,62.0
2010-10-20,18.9,65.0
2010-10-21,18.4,77.0
2010-10-22,17.7,63.0
2010-10-23,16.4,56.0
2010-10-24,15.4,70.0
2010-10-25,17.9,79.0
2010-10-26,16.7,70.0
2010-10-27,12.6,41.0
2010-10-28,10.0,73.0
2010-10-29,13.9,64.0
2010-10-30,12.3,81.0
2010-10-31,15.9,79.0
2010-11-01,16.6,82.0
2010-11-02,16.6,45.0
2010-11-03,14.6,39.0
2010-11-04,12.1,52.0
2010-11-05,13.9,54.0
2010-11-06,15.4,56.0
2010-11-07,14.9,61.0
2010-11-08,16.1,62.0
2010-11-09,16.8,43.0
2010-11-10,14.3,41.0
2010-11-11,14.1,43.0
2010-11-12,15.3,59.0
2010-11-13,16.2,51.0
2010-11-14,15.6,62.0
2010-11-15,11.9,67.0
2010-11-16,10.0,48.0
2010-11-17,8.8,72.0
2010-11-18,10.9,58.0
2010-11-19,11.7,53.0
2010-11-20,13.3,60.0
2010-11-21,14.1,67.0
2010-11-22,14.1,73.0
2010-11-23,13.8,68.0
2010-11-24,11.3,46.0
2010-11-25,10.6,60.0
2010-11-26,12.8,68.0
2010-11-27,12.1,58.0
2010-11-28,13.1,55.0
2010-11-29,12.3,39.0
2010-11-30,12.2,40.0
2010-12-01,13.5,48.0
2010-12-02,13.9,57.0
2010-12-03,17.0,63.0
2010-12-04,12.4,37.0
2010-12-05,11.7,53.0
2010-12-06,12.9,60.0
2010-12-07,12.2,57.0
2010-12-08,9.2,49.0
2010-12-09,9.1,45.0
2010-12-10,10.6,45.0
2010-12-11,13.1,54.0
2010-12-12,11.9,44.0
2010-12-13,8.2,72.0
2010-12-14,11.2,79.0
2010-12-15,10.6,54.0
2010-12-16,6.1,57.0
2010-12-17,7.0,49.0
2010-12-18,8.2,45.0
2010-12-19,7.4,47.0
2010-12-20,10.7,50.0
2010-12-21,9.9,58.0
2010-12-22,13.3,65.0
2010-12-23,12.1,37.0
2010-12-24,8.2,41.0
2010-12-25,5.6,36.0
2010-12-26,6.7,35.0
2010-12-27,7.2,30.0
2010-12-28,7.2,46.0
2010-12-29,8.1,40.0
2010-12-30,4.9,51.0
2010-12-31,5.8,39.0
2011-01-01,6.6,33.0
2011-01-02,7.0,41.0
2011-01-03,5.9,48.0
2011-01-04,6.3,40.0
2011-01-05,7.3,39.0
2011-01-06,6.5,34.0
2011-01-07,4.0,25.0
2011-01-08,5.9,33.0
2011-01-09,6.1,46.0
2011-01-10,3.4,27.0
2011-01-11,3.8,31.0
2011-01-12,5.1,37.0
2011-01-13,4.4,28.0
2011-01-14,3.8,36.0
2011-01-15,4.0,52.0
2011-01-16,2.2,39.0
2011-01-17,5.0,26.0
2011-01-18,5.5,36.0
2011-01-19,6.3,41.0
2011-01-20,5.4,31.0
2011-01-21,5.0,28.0
2011-01-22,6.0,34.0
2011-01-23,5.7,42.0
2011-01-24,5.1,65.0
2011-01-25,5.9,34.0
2011-01-26,5.3,37.0
2011-01-27,5.5,28.0
2011-01-28,3.7,30.0
2011-01-29,4.2,40.0
2011-01-30,2.9,34.0
2011-01-31,2.9,28.0
2011-02-01,5.9,30.0
2011-02-02,5.8,42.0
2011-02-03,7.4,46.0
2011-02-04,8.8,40.0
2011-02-05,8.1,48.0
2011-02-06,8.3,56.0
2011-02-07,8.2,42.0
2011-02-08,5.8,37.0
2011-02-09,5.0,70.0
2011-02-10,6.5,31.0
2011-02-11,2.0,74.0
2011-02-12,2.1,76.0
2011-02-13,4.7,41.0
2011-02-14,3.3,57.0
2011-02-15,5.3,58.0
2011-02-16,6.8,49.0
2011-02-17,10.0,59.0
2011-02-18,9.1,54.0
2011-02-19,6.1,41.0
2011-02-20,7.0,56.0
2011-02-21,7.1,51.0
2011-02-22,6.5,55.0
2011-02-23,8.4,57.0
2011-02-24,11.4,67.0
2011-02-25,14.1,49.0
2011-02-26,7.2,32.0
2011-02-27,10.4,47.0
2011-02-28,4.9,78.0
2011-03-01,5.8,73.0
2011-03-02,6.8,51.0
2011-03-03,4.4,29.0
2011-03-04,4.6,25.0
2011-03-05,7.4,35.0
2011-03-06,9.3,42.0
2011-03-07,4.5,74.0
2011-03-08,6.9,59.0
2011-03-09,7.4,45.0
2011-03-10,6.2,29.0
2011-03-11,6.5,34.0
2011-03-12,8.2,40.0
2011-03-13,11.3,49.0
2011-03-14,14.1,55.0
2011-03-15,10.9,58.0
2011-03-16,7.5,43.0
2011-03-17,4.6,24.0
2011-03-18,6.1,32.0
2011-03-19,12.3,41.0
2011-03-20,13.7,48.0
2011-03-21,9.6,75.0
2011-03-22,6.9,79.0
2011-03-23,6.4,63.0
2011-03-24,5.4,47.0
2011-03-25,8.1,52.0
2011-03-26,7.4,39.0
2011-03-27,7.4,31.0
2011-03-28,8.6,37.0
2011-03-29,10.9,42.0
2011-03-30,11.6,46.0
2011-03-31,9.7,49.0
2011-04-01,11.2,42.0
2011-04-02,13.4,43.0
2011-04-03,7.9,39.0
2011-04-04,9.0,35.0
2011-04-05,10.1,28.0
2011-04-06,13.7,35.0
2011-04-07,15.7,46.0
2011-04-08,17.2,50.0
2011-04-09,16.1,74.0
2011-04-10,13.7,57.0
2011-04-11,13.7,64.0
2011-04-12,11.4,29.0
2011-04-13,14.3,39.0
2011-04-14,16.7,41.0
2011-04-15,18.4,51.0
2011-04-16,18.6,53.0
2011-04-17,13.6,41.0
2011-04-18,14.9,55.0
2011-04-19,10.8,72.0
2011-04-20,10.9,53.0
2011-04-21,12.4,65.0
2011-04-22,15.5,64.0
2011-04-23,16.5,81.0
2011-04-24,16.1,47.0
2011-04-25,15.0,48.0
2011-04-26,16.2,41.0
2011-04-27,20.1,62.0
2011-04-28,19.8,49.0
2011-04-29,15.1,48.0
2011-04-30,17.6,54.0
2011-05-01,18.4,64.0
2011-05-02,19.6,42.0
2011-05-03,15.8,61.0
2011-05-04,17.3,59.0
2011-05-05,15.1,59.0
2011-05-06,16.0,65.0
2011-05-07,17.0,79.0
2011-05-08,20.6,55.0
2011-05-09,19.7,45.0
2011-05-10,22.8,63.0
2011-05-11,15.2,80.0
2011-05-12,15.6,85.0
2011-05-13,19.8,75.0
2011-05-14,20.1,47.0
2011-05-15,20.5,30.0
2011-05-16,20.3,47.0
2011-05-17,18.2,66.0
2011-05-18,19.4,59.0
2011-05-19,20.9,53.0
2011-05-20,22.0,56.0
2011-05-21,22.8,62.0
2011-05-22,20.8,71.0
2011-05-23,15.6,66.0
2011-05-24,14.6,71.0
2011-05-25,18.7,55.0
2011-05-26,19.3,65.0
2011-05-27,18.8,69.0
2011-05-28,18.4,88.0
2011-05-29,18.0,88.0
2011-05-30,17.4,70.0
2011-05-31,15.2,55.0
2011-06-01,15.2,57.0
2011-06-02,16.0,81.0
2011-06-03,19.8,70.0
2011-06-04,22.1,69.0
2011-06-05,22.2,70.0
2011-06-06,22.9,60.0
2011-06-07,21.6,68.0
2011-06-08,19.7,75.0
2011-06-09,21.8,64.0
2011-06-10,22.8,74.0
2011-06-11,22.2,79.0
2011-06-12,23.2,68.0
2011-06-13,20.9,79.0
2011-06-14,21.7,72.0
2011-06-15,21.3,58.0
2011-06-16,21.1,72.0
2011-06-17,19.2,85.0
2011-06-18,20.3,78.0
2011-06-19,21.8,75.0
2011-06-20,23.9,75.0
2011-06-21,25.5,70.0
2011-06-22,27.2,66.0
2011-06-23,28.2,66.0
2011-06-24,29.1,61.0
2011-06-25,24.3,70.0
2011-06-26,21.3,81.0
2011-06-27,22.3,83.0
2011-06-28,27.3,70.0
2011-06-29,29.8,60.0
2011-06-30,28.7,63.0
2011-07-01,28.7,63.0
2011-07-02,26.5,72.0
2011-07-03,27.6,69.0
2011-07-04,29.6,63.0
2011-07-05,28.0,67.0
2011-07-06,28.0,61.0
2011-07-07,26.8,69.0
2011-07-08,28.6,67.0
2011-07-09,29.4,67.0
2011-07-10,29.3,64.0
2011-07-11,29.2,67.0
2011-07-12,28.7,68.0
2011-07-13,28.6,65.0
2011-07-14,28.9,62.0
2011-07-15,29.4,60.0
2011-07-16,29.0,65.0
2011-07-17,29.6,62.0
2011-07-18,30.1,64.0
2011-07-19,27.9,78.0
2011-07-20,25.9,79.0
2011-07-21,20.7,68.0
2011-07-22,21.0,57.0
2011-07-23,23.1,62.0
2011-07-24,26.0,65.0
2011-07-25,27.6,66.0
2011-07-26,27.5,66.0
2011-07-27,28.3,66.0
2011-07-28,26.4,77.0
2011-07-29,26.5,78.0
2011-07-30,25.7,77.0
2011-07-31,23.5,77.0
2011-08-01,24.5,69.0
2011-08-02,25.5,69.0
2011-08-03,26.1,76.0
2011-08-04,27.4,73.0
2011-08-05,27.8,74.0
2011-08-06,29.0,70.0
2011-08-07,28.9,70.0
2011-08-08,29.3,67.0
2011-08-09,30.2,66.0
2011-08-10,30.5,67.0
2011-08-11,31.0,67.0
2011-08-12,31.2,58.0
2011-08-13,30.0,66.0
2011-08-14,30.0,68.0
2011-08-15,30.3,63.0
2011-08-16,30.3,66.0
2011-08-17,30.7,64.0
2011-08-18,31.9,59.0
2011-08-19,25.3,77.0
2011-08-20,23.7,72.0
2011-08-21,20.6,86.0
2011-08-22,21.2,85.0
2011-08-23,25.9,78.0
2011-08-24,28.1,72.0
2011-08-25,27.2,77.0
2011-08-26,26.2,78.0
2011-08-27,24.3,77.0
2011-08-28,25.6,68.0
2011-08-29,26.0,70.0
2011-08-30,26.3,65.0
2011-08-31,26.4,75.0
2011-09-01,28.5,75.0
2011-09-02,28.5,75.0
2011-09-03,28.0,74.0
2011-09-04,27.2,73.0
2011-09-05,26.5,76.0
2011-09-06,24.5,70.0
2011-09-07,24.9,60.0
2011-09-08,25.7,65.0
2011-09-09,27.8,65.0
2011-09-10,28.4,69.0
2011-09-11,27.7,72.0
2011-09-12,28.3,66.0
2011-09-13,28.3,66.0
2011-09-14,28.3,66.0
2011-09-15,28.3,66.0
2011-09-16,28.2,68.0
2011-09-17,28.0,73.0
2011-09-18,28.5,66.0
2011-09-19,25.7,72.0
2011-09-20,19.9,86.0
2011-09-21,22.2,82.0
2011-09-22,23.4,69.0
2011-09-23,20.3,61.0
2011-09-24,20.5,51.0
2011-09-25,20.2,59.0
2011-09-26,18.9,68.0
2011-09-27,20.2,61.0
2011-09-28,20.5,59.0
2011-09-29,21.9,58.0
2011-09-30,24.6,62.0
2011-10-01,22.2,51.0
2011-10-02,18.5,54.0
2011-10-03,18.8,36.0
2011-10-04,18.5,44.0
2011-10-05,15.9,80.0
2011-10-06,20.4,74.0
2011-10-07,21.1,43.0
2011-10-08,19.7,44.0
2011-10-09,20.1,62.0
2011-10-10,20.4,74.0
2011-10-11,21.2,60.0
2011-10-12,20.5,63.0
2011-10-13,20.5,59.0
2011-10-14,21.2,65.0
2011-10-15,24.3,75.0
2011-10-16,24.8,60.0
2011-10-17,21.5,62.0
2011-10-18,19.1,58.0
2011-10-19,15.9,60.0
2011-10-20,17.7,61.0
2011-10-21,18.3,72.0
2011-10-22,19.5,85.0
2011-10-23,22.7,76.0
2011-10-24,20.7,77.0
2011-10-25,21.8,64.0
2011-10-26,16.7,36.0
2011-10-27,15.2,45.0
2011-10-28,15.5,57.0
2011-10-29,16.0,62.0
2011-10-30,16.9,63.0
2011-10-31,18.7,60.0
2011-11-01,17.7,50.0
2011-11-02,17.2,63.0
2011-11-03,18.4,59.0
2011-11-04,18.4,68.0
2011-11-05,18.9,74.0
2011-11-06,18.1,84.0
2011-11-07,18.6,71.0
2011-11-08,15.7,61.0
2011-11-09,14.3,51.0
2011-11-10,14.1,57.0
2011-11-11,12.4,77.0
2011-11-12,16.4,73.0
2011-11-13,17.8,69.0
2011-11-14,16.9,64.0
2011-11-15,14.0,55.0
2011-11-16,12.6,41.0
2011-11-17,14.5,36.0
2011-11-18,12.6,55.0
2011-11-19,16.3,83.0
2011-11-20,17.4,68.0
2011-11-21,12.6,43.0
2011-11-22,11.1,45.0
2011-11-23,12.4,58.0
2011-11-24,13.3,47.0
2011-11-25,11.4,36.0
2011-11-26,10.9,41.0
2011-11-27,11.0,50.0
2011-11-28,12.1,53.0
2011-11-29,14.4,52.0
2011-11-30,14.6,66.0
2011-12-01,7.8,73.0
2011-12-02,6.1,65.0
2011-12-03,11.1,85.0
2011-12-04,13.4,41.0
2011-12-05,11.0,42.0
2011-12-06,8.0,56.0
2011-12-07,9.8,61.0
2011-12-08,8.0,70.0
2011-12-09,5.5,66.0
2011-12-10,7.3,44.0
2011-12-11,8.1,49.0
2011-12-12,9.7,54.0
2011-12-13,9.7,47.0
2011-12-14,7.9,56.0
2011-12-15,10.4,61.0
2011-12-16,9.0,46.0
2011-12-17,6.1,34.0
2011-12-18,7.0,41.0
2011-12-19,6.5,49.0
2011-12-20,7.0,38.0
2011-12-21,5.8,47.0
2011-12-22,5.8,57.0
2011-12-23,6.0,33.0
2011-12-24,5.5,38.0
2011-12-25,5.2,38.0
2011-12-26,4.9,32.0
2011-12-27,5.2,29.0
2011-12-28,6.2,31.0
2011-12-29,6.0,46.0
2011-12-30,6.2,29.0
2011-12-31,5.6,36.0
2012-01-01,5.7,43.0
2012-01-02,6.0,45.0
2012-01-03,6.6,29.0
2012-01-04,5.4,39.0
2012-01-05,5.5,28.0
2012-01-06,6.3,35.0
2012-01-07,5.7,33.0
2012-01-08,5.8,29.0
2012-01-09,5.9,44.0
2012-01-10,6.7,47.0
2012-01-11,5.8,46.0
2012-01-12,3.8,28.0
2012-01-13,5.6,39.0
2012-01-14,5.1,33.0
2012-01-15,4.5,38.0
2012-01-16,4.5,35.0
2012-01-17,4.9,39.0
2012-01-18,5.4,43.0
2012-01-19,6.2,50.0
2012-01-20,2.8,79.0
2012-01-21,3.4,77.0
2012-01-22,5.3,78.0
2012-01-23,5.0,77.0
2012-01-24,3.0,51.0
2012-01-25,4.1,53.0
2012-01-26,3.2,40.0
2012-01-27,3.2,42.0
2012-01-28,2.6,36.0
2012-01-29,2.9,29.0
2012-01-30,3.7,26.0
2012-01-31,4.1,35.0
2012-02-01,6.0,37.0
2012-02-02,2.6,24.0
2012-02-03,2.8,32.0
2012-02-04,5.5,33.0
2012-02-05,6.1,41.0
2012-02-06,4.9,67.0
2012-02-07,7.7,82.0
2012-02-08,6.6,40.0
2012-02-09,4.7,28.0
2012-02-10,5.7,42.0
2012-02-11,5.4,43.0
2012-02-12,5.0,33.0
2012-02-13,5.8,40.0
2012-02-14,5.2,73.0
2012-02-15,7.6,62.0
2012-02-16,3.3,54.0
2012-02-17,3.7,67.0
2012-02-18,2.5,41.0
2012-02-19,3.3,37.0
2012-02-20,5.8,41.0
2012-02-21,8.1,36.0
2012-02-22,7.9,53.0
2012-02-23,7.8,81.0
2012-02-24,11.5,42.0
2012-02-25,5.8,83.0
2012-02-26,6.0,49.0
2012-02-27,4.7,28.0
2012-02-28,3.7,41.0
2012-02-29,2.3,86.0
2012-03-01,8.2,76.0
2012-03-02,7.3,85.0
2012-03-03,7.1,65.0
2012-03-04,5.5,64.0
2012-03-05,5.7,91.0
2012-03-06,11.4,87.0
2012-03-07,12.6,72.0
2012-03-08,9.6,66.0
2012-03-09,7.3,89.0
2012-03-10,5.3,83.0
2012-03-11,7.4,69.0
2012-03-12,7.2,37.0
2012-03-13,6.8,34.0
2012-03-14,7.2,51.0
2012-03-15,7.9,45.0
2012-03-16,7.7,42.0
2012-03-17,6.8,84.0
2012-03-18,9.6,89.0
2012-03-19,9.1,40.0
2012-03-20,8.2,39.0
2012-03-21,8.1,27.0
2012-03-22,10.1,38.0
2012-03-23,9.9,70.0
2012-03-24,8.4,79.0
2012-03-25,9.1,45.0
2012-03-26,8.2,31.0
2012-03-27,9.6,40.0
2012-03-28,11.2,47.0
2012-03-29,11.7,37.0
2012-03-30,15.3,52.0
2012-03-31,14.1,60.0
2012-04-01,10.0,35.0
2012-04-02,10.8,46.0
2012-04-03,14.0,69.0
2012-04-04,11.9,30.0
2012-04-05,14.8,37.0
2012-04-06,10.7,49.0
2012-04-07,8.8,31.0
2012-04-08,9.5,40.0
2012-04-09,16.6,41.0
2012-04-10,16.4,47.0
2012-04-11,15.7,76.0
2012-04-12,17.4,59.0
2012-04-13,17.2,61.0
2012-04-14,9.9,87.0
2012-04-15,11.8,65.0
2012-04-16,13.1,64.0
2012-04-17,14.9,71.0
2012-04-18,15.0,64.0
2012-04-19,14.2,68.0
2012-04-20,13.3,66.0
2012-04-21,11.8,67.0
2012-04-22,11.3,77.0
2012-04-23,13.4,94.0
2012-04-24,18.3,72.0
2012-04-25,18.4,68.0
2012-04-26,18.3,77.0
2012-04-27,16.6,94.0
2012-04-28,18.3,78.0
2012-04-29,20.6,69.0
2012-04-30,20.7,74.0
2012-05-01,20.5,74.0
2012-05-02,18.8,84.0
2012-05-03,17.9,95.0
2012-05-04,18.6,87.0
2012-05-05,21.2,54.0
2012-05-06,19.7,70.0
2012-05-07,18.5,61.0
2012-05-08,20.5,63.0
2012-05-09,19.3,78.0
2012-05-10,17.1,65.0
2012-05-11,17.4,42.0
2012-05-12,16.3,38.0
2012-05-13,17.0,42.0
2012-05-14,19.7,62.0
2012-05-15,18.7,86.0
2012-05-16,22.0,58.0
2012-05-17,21.6,67.0
2012-05-18,18.8,58.0
2012-05-19,20.3,49.0
2012-05-20,21.3,54.0
2012-05-21,20.2,63.0
2012-05-22,14.6,85.0
2012-05-23,18.7,73.0
2012-05-24,22.0,65.0
2012-05-25,20.4,72.0
2012-05-26,21.0,56.0
2012-05-27,22.5,53.0
2012-05-28,21.4,67.0
2012-05-29,20.7,74.0
2012-05-30,20.1,67.0
2012-05-31,20.3,68.0
2012-06-01,21.3,73.0
2012-06-02,21.6,68.0
2012-06-03,20.3,74.0
2012-06-04,22.1,64.0
2012-06-05,21.7,69.0
2012-06-06,19.4,74.0
2012-06-07,21.1,67.0
2012-06-08,23.5,71.0
2012-06-09,19.0,90.0
2012-06-10,21.9,73.0
2012-06-11,20.0,74.0
2012-06-12,16.9,83.0
2012-06-13,17.4,75.0
2012-06-14,18.6,66.0
2012-06-15,20.3,68.0
2012-06-16,20.2,89.0
2012-06-17,23.3,80.0
2012-06-18,24.5,64.0
2012-06-19,23.9,84.0
2012-06-20,26.9,69.0
2012-06-21,23.7,72.0
2012-06-22,21.1,84.0
2012-06-23,22.2,73.0
2012-06-24,22.6,73.0
2012-06-25,18.4,72.0
2012-06-26,19.5,59.0
2012-06-27,20.6,64.0
2012-06-28,22.5,71.0
2012-06-29,23.4,68.0
2012-06-30,23.3,68.0
2012-07-01,21.9,73.0
2012-07-02,22.8,81.0
2012-07-03,23.5,82.0
2012-07-04,24.8,77.0
2012-07-05,26.7,74.0
2012-07-06,25.3,81.0
2012-07-07,23.0,91.0
2012-07-08,22.6,79.0
2012-07-09,24.9,69.0
2012-07-10,26.5,71.0
2012-07-11,27.0,73.0
2012-07-12,26.7,82.0
2012-07-13,27.4,81.0
2012-07-14,28.6,75.0
2012-07-15,29.1,71.0
2012-07-16,29.5,67.0
2012-07-17,29.9,68.0
2012-07-18,28.5,74.0
2012-07-19,28.2,70.0
2012-07-20,20.5,79.0
